id_projeto,nome_marco,tipo_marco,data_prevista,data_real,status_marco,atraso_marco
PROJ-0125,Iniciação - Projeto Residencial 125,Iniciação,2023-01-29,,Atrasado,7
PROJ-0125,Planejamento - Projeto Residencial 125,Planejamento,2023-03-24,2023-03-27,Concluído,3
PROJ-0125,Execução - Projeto Residencial 125,Execução,2023-05-18,2023-05-19,Concluído,1
PROJ-0125,Monitoramento - Projeto Residencial 125,Monitoramento,2023-07-12,,Atrasado,18
PROJ-0125,Encerramento - Projeto Residencial 125,Encerramento,2023-09-05,2023-09-14,Concluído,9
PROJ-0126,Iniciação - Projeto Infraestrutura 126,Iniciação,2023-04-28,2023-05-06,Concluído,8
PROJ-0126,Planejamento - Projeto Infraestrutura 126,Planejamento,2023-07-30,2023-08-05,Concluído,6
PROJ-0126,Execução - Projeto Infraestrutura 126,Execução,2023-10-31,2023-11-07,Concluído,7
PROJ-0126,Monitoramento - Projeto Infraestrutura 126,Monitoramento,2024-02-01,2024-02-08,Concluído,7
PROJ-0127,Iniciação - Projeto Comercial 127,Iniciação,2024-02-25,2024-03-05,Concluído,9
PROJ-0127,Planejamento - Projeto Comercial 127,Planejamento,2024-05-20,2024-05-26,Concluído,6
PROJ-0127,Execução - Projeto Comercial 127,Execução,2024-08-13,2024-08-17,Concluído,4
PROJ-0127,Monitoramento - Projeto Comercial 127,Monitoramento,2024-11-06,2024-11-15,Concluído,9
PROJ-0127,Encerramento - Projeto Comercial 127,Encerramento,2025-01-31,2025-02-09,Concluído,9
PROJ-0128,Iniciação - Projeto Residencial 128,Iniciação,2023-01-17,2023-01-26,Concluído,9
PROJ-0128,Planejamento - Projeto Residencial 128,Planejamento,2023-03-31,2023-04-01,Concluído,1
PROJ-0128,Execução - Projeto Residencial 128,Execução,2023-06-12,,Atrasado,11
PROJ-0129,Iniciação - Projeto Infraestrutura 129,Iniciação,2024-02-17,2024-02-21,Concluído,4
PROJ-0129,Planejamento - Projeto Infraestrutura 129,Planejamento,2024-04-11,,Atrasado,7
PROJ-0129,Execução - Projeto Infraestrutura 129,Execução,2024-06-04,2024-06-06,Concluído,2
PROJ-0129,Monitoramento - Projeto Infraestrutura 129,Monitoramento,2024-07-29,2024-08-01,Concluído,3
PROJ-0130,Iniciação - Projeto Infraestrutura 130,Iniciação,2023-06-11,2023-06-19,Concluído,8
PROJ-0130,Planejamento - Projeto Infraestrutura 130,Planejamento,2023-07-10,,Atrasado,7
PROJ-0130,Execução - Projeto Infraestrutura 130,Execução,2023-08-08,2023-08-10,Concluído,2
PROJ-0130,Monitoramento - Projeto Infraestrutura 130,Monitoramento,2023-09-06,2023-09-06,Concluído,0
PROJ-0131,Iniciação - Projeto Infraestrutura 131,Iniciação,2023-07-25,2023-08-01,Concluído,7
PROJ-0131,Planejamento - Projeto Infraestrutura 131,Planejamento,2023-08-08,2023-08-17,Concluído,9
PROJ-0131,Execução - Projeto Infraestrutura 131,Execução,2023-08-23,2023-08-30,Concluído,7
PROJ-0131,Monitoramento - Projeto Infraestrutura 131,Monitoramento,2023-09-06,,Atrasado,14
PROJ-0131,Encerramento - Projeto Infraestrutura 131,Encerramento,2023-09-21,2023-09-21,Concluído,0
PROJ-0131,Encerramento - Projeto Infraestrutura 131,Encerramento,2023-10-06,2023-10-09,Concluído,3
PROJ-0132,Iniciação - Projeto Residencial 132,Iniciação,2023-05-18,2023-05-22,Concluído,4
PROJ-0132,Planejamento - Projeto Residencial 132,Planejamento,2023-07-07,2023-07-14,Concluído,7
PROJ-0132,Execução - Projeto Residencial 132,Execução,2023-08-27,2023-08-28,Concluído,1
PROJ-0132,Monitoramento - Projeto Residencial 132,Monitoramento,2023-10-16,2023-10-26,Concluído,10
PROJ-0132,Encerramento - Projeto Residencial 132,Encerramento,2023-12-06,2023-12-09,Concluído,3
PROJ-0133,Iniciação - Projeto Residencial 133,Iniciação,2023-02-03,,Atrasado,11
PROJ-0133,Planejamento - Projeto Residencial 133,Planejamento,2023-03-28,2023-04-03,Concluído,6
PROJ-0133,Execução - Projeto Residencial 133,Execução,2023-05-20,2023-05-21,Concluído,1
PROJ-0133,Monitoramento - Projeto Residencial 133,Monitoramento,2023-07-12,2023-07-20,Concluído,8
PROJ-0133,Encerramento - Projeto Residencial 133,Encerramento,2023-09-04,,Atrasado,12
PROJ-0134,Iniciação - Projeto Residencial 134,Iniciação,2023-04-19,2023-04-23,Concluído,4
PROJ-0134,Planejamento - Projeto Residencial 134,Planejamento,2023-06-25,2023-06-27,Concluído,2
PROJ-0134,Execução - Projeto Residencial 134,Execução,2023-08-31,,Atrasado,7
PROJ-0134,Monitoramento - Projeto Residencial 134,Monitoramento,2023-11-07,2023-11-07,Concluído,0
PROJ-0135,Iniciação - Projeto Industrial 135,Iniciação,2024-04-12,2024-04-16,Concluído,4
PROJ-0135,Planejamento - Projeto Industrial 135,Planejamento,2024-08-05,2024-08-14,Concluído,9
PROJ-0135,Execução - Projeto Industrial 135,Execução,2024-11-28,,Atrasado,14
PROJ-0135,Monitoramento - Projeto Industrial 135,Monitoramento,2025-03-24,2025-03-31,Concluído,7
PROJ-0136,Iniciação - Projeto Residencial 136,Iniciação,2023-10-18,2023-10-25,Concluído,7
PROJ-0136,Planejamento - Projeto Residencial 136,Planejamento,2024-04-01,2024-04-05,Concluído,4
PROJ-0136,Execução - Projeto Residencial 136,Execução,2024-09-14,2024-09-20,Concluído,6
PROJ-0137,Iniciação - Projeto Residencial 137,Iniciação,2024-03-24,2024-04-01,Concluído,8
PROJ-0137,Planejamento - Projeto Residencial 137,Planejamento,2024-05-07,2024-05-15,Concluído,8
PROJ-0137,Execução - Projeto Residencial 137,Execução,2024-06-21,2024-06-28,Concluído,7
PROJ-0137,Monitoramento - Projeto Residencial 137,Monitoramento,2024-08-04,2024-08-11,Concluído,7
PROJ-0137,Encerramento - Projeto Residencial 137,Encerramento,2024-09-18,2024-09-19,Concluído,1
PROJ-0138,Iniciação - Projeto Residencial 138,Iniciação,2024-01-03,2024-01-09,Concluído,6
PROJ-0138,Planejamento - Projeto Residencial 138,Planejamento,2024-03-26,,Atrasado,15
PROJ-0138,Execução - Projeto Residencial 138,Execução,2024-06-17,2024-06-26,Concluído,9
PROJ-0139,Iniciação - Projeto Industrial 139,Iniciação,2023-06-11,,Atrasado,5
PROJ-0139,Planejamento - Projeto Industrial 139,Planejamento,2023-08-22,,Atrasado,7
PROJ-0139,Execução - Projeto Industrial 139,Execução,2023-11-03,2023-11-06,Concluído,3
PROJ-0139,Monitoramento - Projeto Industrial 139,Monitoramento,2024-01-14,2024-01-24,Concluído,10
PROJ-0139,Encerramento - Projeto Industrial 139,Encerramento,2024-03-27,2024-04-05,Concluído,9
PROJ-0140,Iniciação - Projeto Residencial 140,Iniciação,2023-04-19,2023-04-29,Concluído,10
PROJ-0140,Planejamento - Projeto Residencial 140,Planejamento,2023-08-13,2023-08-17,Concluído,4
PROJ-0140,Execução - Projeto Residencial 140,Execução,2023-12-07,2023-12-16,Concluído,9
PROJ-0141,Iniciação - Projeto Infraestrutura 141,Iniciação,2023-12-02,2023-12-04,Concluído,2
PROJ-0141,Planejamento - Projeto Infraestrutura 141,Planejamento,2024-04-20,,Atrasado,20
PROJ-0141,Execução - Projeto Infraestrutura 141,Execução,2024-09-08,2024-09-16,Concluído,8
PROJ-0142,Iniciação - Projeto Residencial 142,Iniciação,2023-09-13,,Atrasado,13
PROJ-0142,Planejamento - Projeto Residencial 142,Planejamento,2023-11-03,2023-11-05,Concluído,2
PROJ-0142,Execução - Projeto Residencial 142,Execução,2023-12-25,,Atrasado,18
PROJ-0142,Monitoramento - Projeto Residencial 142,Monitoramento,2024-02-14,2024-02-24,Concluído,10
PROJ-0142,Encerramento - Projeto Residencial 142,Encerramento,2024-04-06,2024-04-13,Concluído,7
PROJ-0142,Encerramento - Projeto Residencial 142,Encerramento,2024-05-28,2024-05-29,Concluído,1
PROJ-0143,Iniciação - Projeto Infraestrutura 143,Iniciação,2023-07-22,2023-07-27,Concluído,5
PROJ-0143,Planejamento - Projeto Infraestrutura 143,Planejamento,2023-08-29,2023-09-04,Concluído,6
PROJ-0143,Execução - Projeto Infraestrutura 143,Execução,2023-10-07,,Atrasado,15
PROJ-0143,Monitoramento - Projeto Infraestrutura 143,Monitoramento,2023-11-14,2023-11-19,Concluído,5
PROJ-0143,Encerramento - Projeto Infraestrutura 143,Encerramento,2023-12-23,2024-01-02,Concluído,10
PROJ-0143,Encerramento - Projeto Infraestrutura 143,Encerramento,2024-01-31,2024-02-01,Concluído,1
PROJ-0144,Iniciação - Projeto Infraestrutura 144,Iniciação,2024-03-28,,Atrasado,15
PROJ-0144,Planejamento - Projeto Infraestrutura 144,Planejamento,2024-06-21,2024-06-27,Concluído,6
PROJ-0144,Execução - Projeto Infraestrutura 144,Execução,2024-09-14,2024-09-21,Concluído,7
PROJ-0144,Monitoramento - Projeto Infraestrutura 144,Monitoramento,2024-12-09,2024-12-13,Concluído,4
PROJ-0145,Iniciação - Projeto Infraestrutura 145,Iniciação,2024-04-13,2024-04-21,Concluído,8
PROJ-0145,Planejamento - Projeto Infraestrutura 145,Planejamento,2024-05-18,2024-05-18,Concluído,0
PROJ-0145,Execução - Projeto Infraestrutura 145,Execução,2024-06-22,,Atrasado,19
PROJ-0145,Monitoramento - Projeto Infraestrutura 145,Monitoramento,2024-07-27,2024-07-28,Concluído,1
PROJ-0145,Encerramento - Projeto Infraestrutura 145,Encerramento,2024-08-31,,Atrasado,15
PROJ-0145,Encerramento - Projeto Infraestrutura 145,Encerramento,2024-10-06,2024-10-10,Concluído,4
PROJ-0146,Iniciação - Projeto Industrial 146,Iniciação,2023-11-26,2023-11-27,Concluído,1
PROJ-0146,Planejamento - Projeto Industrial 146,Planejamento,2023-12-08,,Atrasado,17
PROJ-0146,Execução - Projeto Industrial 146,Execução,2023-12-20,2023-12-28,Concluído,8
PROJ-0146,Monitoramento - Projeto Industrial 146,Monitoramento,2024-01-01,,Atrasado,5
PROJ-0146,Encerramento - Projeto Industrial 146,Encerramento,2024-01-14,2024-01-24,Concluído,10
PROJ-0147,Iniciação - Projeto Industrial 147,Iniciação,2023-08-23,2023-08-29,Concluído,6
PROJ-0147,Planejamento - Projeto Industrial 147,Planejamento,2023-09-07,,Atrasado,6
PROJ-0147,Execução - Projeto Industrial 147,Execução,2023-09-22,2023-09-25,Concluído,3
PROJ-0147,Monitoramento - Projeto Industrial 147,Monitoramento,2023-10-07,2023-10-15,Concluído,8
PROJ-0147,Encerramento - Projeto Industrial 147,Encerramento,2023-10-22,2023-10-27,Concluído,5
PROJ-0147,Encerramento - Projeto Industrial 147,Encerramento,2023-11-07,2023-11-16,Concluído,9
PROJ-0148,Iniciação - Projeto Industrial 148,Iniciação,2023-03-15,,Atrasado,19
PROJ-0148,Planejamento - Projeto Industrial 148,Planejamento,2023-05-14,2023-05-14,Concluído,0
PROJ-0148,Execução - Projeto Industrial 148,Execução,2023-07-13,2023-07-16,Concluído,3
PROJ-0148,Monitoramento - Projeto Industrial 148,Monitoramento,2023-09-12,2023-09-16,Concluído,4
PROJ-0148,Encerramento - Projeto Industrial 148,Encerramento,2023-11-11,2023-11-19,Concluído,8
PROJ-0148,Encerramento - Projeto Industrial 148,Encerramento,2024-01-11,2024-01-13,Concluído,2
PROJ-0149,Iniciação - Projeto Residencial 149,Iniciação,2023-05-16,2023-05-23,Concluído,7
PROJ-0149,Planejamento - Projeto Residencial 149,Planejamento,2023-08-07,,Atrasado,20
PROJ-0149,Execução - Projeto Residencial 149,Execução,2023-10-30,2023-10-31,Concluído,1
PROJ-0149,Monitoramento - Projeto Residencial 149,Monitoramento,2024-01-21,2024-01-21,Concluído,0
PROJ-0149,Encerramento - Projeto Residencial 149,Encerramento,2024-04-14,2024-04-24,Concluído,10
PROJ-0150,Iniciação - Projeto Infraestrutura 150,Iniciação,2023-03-13,2023-03-15,Concluído,2
PROJ-0150,Planejamento - Projeto Infraestrutura 150,Planejamento,2023-03-27,2023-03-31,Concluído,4
PROJ-0150,Execução - Projeto Infraestrutura 150,Execução,2023-04-10,2023-04-18,Concluído,8
PROJ-0150,Monitoramento - Projeto Infraestrutura 150,Monitoramento,2023-04-25,2023-04-25,Concluído,0
PROJ-0151,Iniciação - Projeto Industrial 151,Iniciação,2023-05-07,2023-05-08,Concluído,1
PROJ-0151,Planejamento - Projeto Industrial 151,Planejamento,2023-06-21,2023-06-24,Concluído,3
PROJ-0151,Execução - Projeto Industrial 151,Execução,2023-08-05,,Atrasado,8
PROJ-0151,Monitoramento - Projeto Industrial 151,Monitoramento,2023-09-20,,Atrasado,19
PROJ-0151,Encerramento - Projeto Industrial 151,Encerramento,2023-11-04,,Atrasado,8
PROJ-0151,Encerramento - Projeto Industrial 151,Encerramento,2023-12-20,2023-12-30,Concluído,10
PROJ-0152,Iniciação - Projeto Industrial 152,Iniciação,2024-01-17,2024-01-24,Concluído,7
PROJ-0152,Planejamento - Projeto Industrial 152,Planejamento,2024-01-27,2024-01-31,Concluído,4
PROJ-0152,Execução - Projeto Industrial 152,Execução,2024-02-06,2024-02-14,Concluído,8
PROJ-0152,Monitoramento - Projeto Industrial 152,Monitoramento,2024-02-16,2024-02-20,Concluído,4
PROJ-0153,Iniciação - Projeto Residencial 153,Iniciação,2023-10-15,,Atrasado,20
PROJ-0153,Planejamento - Projeto Residencial 153,Planejamento,2023-10-31,,Atrasado,20
PROJ-0153,Execução - Projeto Residencial 153,Execução,2023-11-17,2023-11-20,Concluído,3
PROJ-0153,Monitoramento - Projeto Residencial 153,Monitoramento,2023-12-03,2023-12-10,Concluído,7
PROJ-0153,Encerramento - Projeto Residencial 153,Encerramento,2023-12-20,,Atrasado,9
PROJ-0153,Encerramento - Projeto Residencial 153,Encerramento,2024-01-06,2024-01-12,Concluído,6
PROJ-0154,Iniciação - Projeto Industrial 154,Iniciação,2023-10-03,2023-10-12,Concluído,9
PROJ-0154,Planejamento - Projeto Industrial 154,Planejamento,2024-01-07,,Atrasado,9
PROJ-0154,Execução - Projeto Industrial 154,Execução,2024-04-12,2024-04-13,Concluído,1
PROJ-0154,Monitoramento - Projeto Industrial 154,Monitoramento,2024-07-17,2024-07-21,Concluído,4
PROJ-0155,Iniciação - Projeto Residencial 155,Iniciação,2023-05-15,2023-05-20,Concluído,5
PROJ-0155,Planejamento - Projeto Residencial 155,Planejamento,2023-06-18,,Atrasado,13
PROJ-0155,Execução - Projeto Residencial 155,Execução,2023-07-23,2023-07-23,Concluído,0
PROJ-0155,Monitoramento - Projeto Residencial 155,Monitoramento,2023-08-26,2023-08-30,Concluído,4
PROJ-0155,Encerramento - Projeto Residencial 155,Encerramento,2023-09-30,2023-10-04,Concluído,4
PROJ-0155,Encerramento - Projeto Residencial 155,Encerramento,2023-11-04,2023-11-13,Concluído,9
PROJ-0156,Iniciação - Projeto Comercial 156,Iniciação,2024-01-18,2024-01-20,Concluído,2
PROJ-0156,Planejamento - Projeto Comercial 156,Planejamento,2024-01-29,2024-02-05,Concluído,7
PROJ-0156,Execução - Projeto Comercial 156,Execução,2024-02-10,2024-02-18,Concluído,8
PROJ-0156,Monitoramento - Projeto Comercial 156,Monitoramento,2024-02-21,,Atrasado,20
PROJ-0156,Encerramento - Projeto Comercial 156,Encerramento,2024-03-04,2024-03-09,Concluído,5
PROJ-0156,Encerramento - Projeto Comercial 156,Encerramento,2024-03-16,2024-03-21,Concluído,5
PROJ-0157,Iniciação - Projeto Industrial 157,Iniciação,2023-10-27,2023-11-03,Concluído,7
PROJ-0157,Planejamento - Projeto Industrial 157,Planejamento,2024-01-10,2024-01-15,Concluído,5
PROJ-0157,Execução - Projeto Industrial 157,Execução,2024-03-26,2024-03-29,Concluído,3
PROJ-0157,Monitoramento - Projeto Industrial 157,Monitoramento,2024-06-10,2024-06-13,Concluído,3
PROJ-0157,Encerramento - Projeto Industrial 157,Encerramento,2024-08-25,2024-09-03,Concluído,9
PROJ-0157,Encerramento - Projeto Industrial 157,Encerramento,2024-11-09,2024-11-15,Concluído,6
PROJ-0158,Iniciação - Projeto Comercial 158,Iniciação,2023-08-08,2023-08-14,Concluído,6
PROJ-0158,Planejamento - Projeto Comercial 158,Planejamento,2023-10-31,2023-10-31,Concluído,0
PROJ-0158,Execução - Projeto Comercial 158,Execução,2024-01-23,,Atrasado,15
PROJ-0158,Monitoramento - Projeto Comercial 158,Monitoramento,2024-04-17,2024-04-24,Concluído,7
PROJ-0159,Iniciação - Projeto Residencial 159,Iniciação,2024-04-04,2024-04-10,Concluído,6
PROJ-0159,Planejamento - Projeto Residencial 159,Planejamento,2024-06-03,2024-06-13,Concluído,10
PROJ-0159,Execução - Projeto Residencial 159,Execução,2024-08-02,2024-08-12,Concluído,10
PROJ-0159,Monitoramento - Projeto Residencial 159,Monitoramento,2024-10-01,2024-10-03,Concluído,2
PROJ-0159,Encerramento - Projeto Residencial 159,Encerramento,2024-11-30,2024-12-07,Concluído,7
PROJ-0159,Encerramento - Projeto Residencial 159,Encerramento,2025-01-30,2025-01-30,Concluído,0
PROJ-0160,Iniciação - Projeto Infraestrutura 160,Iniciação,2023-10-26,2023-11-03,Concluído,8
PROJ-0160,Planejamento - Projeto Infraestrutura 160,Planejamento,2023-12-26,,Atrasado,15
PROJ-0160,Execução - Projeto Infraestrutura 160,Execução,2024-02-26,2024-02-27,Concluído,1
PROJ-0160,Monitoramento - Projeto Infraestrutura 160,Monitoramento,2024-04-28,,Atrasado,19
PROJ-0161,Iniciação - Projeto Industrial 161,Iniciação,2023-07-24,2023-08-01,Concluído,8
PROJ-0161,Planejamento - Projeto Industrial 161,Planejamento,2023-08-11,2023-08-18,Concluído,7
PROJ-0161,Execução - Projeto Industrial 161,Execução,2023-08-30,2023-08-30,Concluído,0
PROJ-0162,Iniciação - Projeto Residencial 162,Iniciação,2023-07-05,2023-07-11,Concluído,6
PROJ-0162,Planejamento - Projeto Residencial 162,Planejamento,2023-08-24,,Atrasado,9
PROJ-0162,Execução - Projeto Residencial 162,Execução,2023-10-13,2023-10-14,Concluído,1
PROJ-0162,Monitoramento - Projeto Residencial 162,Monitoramento,2023-12-03,,Atrasado,20
PROJ-0163,Iniciação - Projeto Infraestrutura 163,Iniciação,2023-04-23,2023-04-28,Concluído,5
PROJ-0163,Planejamento - Projeto Infraestrutura 163,Planejamento,2023-06-15,2023-06-24,Concluído,9
PROJ-0163,Execução - Projeto Infraestrutura 163,Execução,2023-08-07,2023-08-13,Concluído,6
PROJ-0163,Monitoramento - Projeto Infraestrutura 163,Monitoramento,2023-09-29,2023-10-09,Concluído,10
PROJ-0163,Encerramento - Projeto Infraestrutura 163,Encerramento,2023-11-21,,Atrasado,7
PROJ-0164,Iniciação - Projeto Infraestrutura 164,Iniciação,2023-03-12,2023-03-22,Concluído,10
PROJ-0164,Planejamento - Projeto Infraestrutura 164,Planejamento,2023-04-10,2023-04-18,Concluído,8
PROJ-0164,Execução - Projeto Infraestrutura 164,Execução,2023-05-10,2023-05-16,Concluído,6
PROJ-0164,Monitoramento - Projeto Infraestrutura 164,Monitoramento,2023-06-09,2023-06-14,Concluído,5
PROJ-0164,Encerramento - Projeto Infraestrutura 164,Encerramento,2023-07-09,2023-07-19,Concluído,10
PROJ-0165,Iniciação - Projeto Comercial 165,Iniciação,2023-09-18,2023-09-26,Concluído,8
PROJ-0165,Planejamento - Projeto Comercial 165,Planejamento,2023-10-24,,Atrasado,6
PROJ-0165,Execução - Projeto Comercial 165,Execução,2023-11-30,2023-12-09,Concluído,9
PROJ-0165,Monitoramento - Projeto Comercial 165,Monitoramento,2024-01-06,2024-01-07,Concluído,1
PROJ-0165,Encerramento - Projeto Comercial 165,Encerramento,2024-02-12,2024-02-15,Concluído,3
PROJ-0165,Encerramento - Projeto Comercial 165,Encerramento,2024-03-20,2024-03-30,Concluído,10
PROJ-0166,Iniciação - Projeto Residencial 166,Iniciação,2023-09-10,,Atrasado,12
PROJ-0166,Planejamento - Projeto Residencial 166,Planejamento,2023-11-02,2023-11-03,Concluído,1
PROJ-0166,Execução - Projeto Residencial 166,Execução,2023-12-26,2024-01-01,Concluído,6
PROJ-0166,Monitoramento - Projeto Residencial 166,Monitoramento,2024-02-18,2024-02-19,Concluído,1
PROJ-0166,Encerramento - Projeto Residencial 166,Encerramento,2024-04-12,2024-04-22,Concluído,10
PROJ-0167,Iniciação - Projeto Infraestrutura 167,Iniciação,2023-02-16,2023-02-23,Concluído,7
PROJ-0167,Planejamento - Projeto Infraestrutura 167,Planejamento,2023-08-07,,Atrasado,10
PROJ-0167,Execução - Projeto Infraestrutura 167,Execução,2024-01-27,2024-01-31,Concluído,4
PROJ-0168,Iniciação - Projeto Industrial 168,Iniciação,2024-01-22,,Atrasado,6
PROJ-0168,Planejamento - Projeto Industrial 168,Planejamento,2024-05-04,2024-05-09,Concluído,5
PROJ-0168,Execução - Projeto Industrial 168,Execução,2024-08-16,2024-08-16,Concluído,0
PROJ-0169,Iniciação - Projeto Industrial 169,Iniciação,2023-01-25,2023-01-30,Concluído,5
PROJ-0169,Planejamento - Projeto Industrial 169,Planejamento,2023-02-17,2023-02-22,Concluído,5
PROJ-0169,Execução - Projeto Industrial 169,Execução,2023-03-13,,Atrasado,18
PROJ-0169,Monitoramento - Projeto Industrial 169,Monitoramento,2023-04-05,2023-04-07,Concluído,2
PROJ-0169,Encerramento - Projeto Industrial 169,Encerramento,2023-04-29,,Atrasado,12
PROJ-0170,Iniciação - Projeto Comercial 170,Iniciação,2024-03-16,2024-03-25,Concluído,9
PROJ-0170,Planejamento - Projeto Comercial 170,Planejamento,2024-05-09,2024-05-19,Concluído,10
PROJ-0170,Execução - Projeto Comercial 170,Execução,2024-07-02,2024-07-04,Concluído,2
PROJ-0170,Monitoramento - Projeto Comercial 170,Monitoramento,2024-08-26,2024-08-28,Concluído,2
PROJ-0170,Encerramento - Projeto Comercial 170,Encerramento,2024-10-19,2024-10-21,Concluído,2
PROJ-0170,Encerramento - Projeto Comercial 170,Encerramento,2024-12-13,,Atrasado,7
PROJ-0171,Iniciação - Projeto Infraestrutura 171,Iniciação,2023-02-26,2023-03-07,Concluído,9
PROJ-0171,Planejamento - Projeto Infraestrutura 171,Planejamento,2023-03-21,2023-03-31,Concluído,10
PROJ-0171,Execução - Projeto Infraestrutura 171,Execução,2023-04-14,2023-04-17,Concluído,3
PROJ-0171,Monitoramento - Projeto Infraestrutura 171,Monitoramento,2023-05-08,,Atrasado,20
PROJ-0171,Encerramento - Projeto Infraestrutura 171,Encerramento,2023-06-01,2023-06-10,Concluído,9
PROJ-0171,Encerramento - Projeto Infraestrutura 171,Encerramento,2023-06-25,,Atrasado,9
PROJ-0172,Iniciação - Projeto Residencial 172,Iniciação,2023-03-20,2023-03-27,Concluído,7
PROJ-0172,Planejamento - Projeto Residencial 172,Planejamento,2023-06-13,2023-06-23,Concluído,10
PROJ-0172,Execução - Projeto Residencial 172,Execução,2023-09-07,2023-09-11,Concluído,4
PROJ-0172,Monitoramento - Projeto Residencial 172,Monitoramento,2023-12-02,2023-12-09,Concluído,7
PROJ-0173,Iniciação - Projeto Industrial 173,Iniciação,2023-11-18,2023-11-28,Concluído,10
PROJ-0173,Planejamento - Projeto Industrial 173,Planejamento,2024-01-12,2024-01-12,Concluído,0
PROJ-0173,Execução - Projeto Industrial 173,Execução,2024-03-07,2024-03-14,Concluído,7
PROJ-0173,Monitoramento - Projeto Industrial 173,Monitoramento,2024-05-01,2024-05-05,Concluído,4
PROJ-0173,Encerramento - Projeto Industrial 173,Encerramento,2024-06-26,2024-07-06,Concluído,10
PROJ-0174,Iniciação - Projeto Infraestrutura 174,Iniciação,2023-03-23,,Atrasado,7
PROJ-0174,Planejamento - Projeto Infraestrutura 174,Planejamento,2023-05-31,2023-06-07,Concluído,7
PROJ-0174,Execução - Projeto Infraestrutura 174,Execução,2023-08-08,,Atrasado,16
PROJ-0174,Monitoramento - Projeto Infraestrutura 174,Monitoramento,2023-10-17,2023-10-26,Concluído,9
PROJ-0175,Iniciação - Projeto Infraestrutura 175,Iniciação,2024-02-10,2024-02-20,Concluído,10
PROJ-0175,Planejamento - Projeto Infraestrutura 175,Planejamento,2024-04-07,2024-04-13,Concluído,6
PROJ-0175,Execução - Projeto Infraestrutura 175,Execução,2024-06-04,2024-06-08,Concluído,4
PROJ-0175,Monitoramento - Projeto Infraestrutura 175,Monitoramento,2024-07-31,2024-08-07,Concluído,7
PROJ-0175,Encerramento - Projeto Infraestrutura 175,Encerramento,2024-09-27,2024-10-01,Concluído,4
PROJ-0176,Iniciação - Projeto Comercial 176,Iniciação,2023-12-15,2023-12-21,Concluído,6
PROJ-0176,Planejamento - Projeto Comercial 176,Planejamento,2024-03-04,2024-03-11,Concluído,7
PROJ-0176,Execução - Projeto Comercial 176,Execução,2024-05-23,2024-05-24,Concluído,1
PROJ-0176,Monitoramento - Projeto Comercial 176,Monitoramento,2024-08-12,2024-08-15,Concluído,3
PROJ-0177,Iniciação - Projeto Industrial 177,Iniciação,2023-08-05,2023-08-14,Concluído,9
PROJ-0177,Planejamento - Projeto Industrial 177,Planejamento,2023-09-23,2023-09-28,Concluído,5
PROJ-0177,Execução - Projeto Industrial 177,Execução,2023-11-12,,Atrasado,14
PROJ-0177,Monitoramento - Projeto Industrial 177,Monitoramento,2024-01-01,,Atrasado,14
PROJ-0177,Encerramento - Projeto Industrial 177,Encerramento,2024-02-20,2024-02-20,Concluído,0
PROJ-0177,Encerramento - Projeto Industrial 177,Encerramento,2024-04-10,2024-04-20,Concluído,10
PROJ-0178,Iniciação - Projeto Industrial 178,Iniciação,2023-11-02,2023-11-06,Concluído,4
PROJ-0178,Planejamento - Projeto Industrial 178,Planejamento,2024-01-06,2024-01-06,Concluído,0
PROJ-0178,Execução - Projeto Industrial 178,Execução,2024-03-11,2024-03-20,Concluído,9
PROJ-0178,Monitoramento - Projeto Industrial 178,Monitoramento,2024-05-15,2024-05-25,Concluído,10
PROJ-0178,Encerramento - Projeto Industrial 178,Encerramento,2024-07-19,2024-07-19,Concluído,0
PROJ-0178,Encerramento - Projeto Industrial 178,Encerramento,2024-09-22,2024-10-01,Concluído,9
PROJ-0179,Iniciação - Projeto Residencial 179,Iniciação,2023-02-02,2023-02-06,Concluído,4
PROJ-0179,Planejamento - Projeto Residencial 179,Planejamento,2023-02-26,2023-03-01,Concluído,3
PROJ-0179,Execução - Projeto Residencial 179,Execução,2023-03-23,,Atrasado,16
PROJ-0179,Monitoramento - Projeto Residencial 179,Monitoramento,2023-04-17,2023-04-20,Concluído,3
PROJ-0179,Encerramento - Projeto Residencial 179,Encerramento,2023-05-12,2023-05-22,Concluído,10
PROJ-0179,Encerramento - Projeto Residencial 179,Encerramento,2023-06-06,,Atrasado,11
PROJ-0180,Iniciação - Projeto Industrial 180,Iniciação,2023-07-17,2023-07-27,Concluído,10
PROJ-0180,Planejamento - Projeto Industrial 180,Planejamento,2023-08-02,2023-08-12,Concluído,10
PROJ-0180,Execução - Projeto Industrial 180,Execução,2023-08-18,2023-08-28,Concluído,10
PROJ-0180,Monitoramento - Projeto Industrial 180,Monitoramento,2023-09-03,2023-09-05,Concluído,2
PROJ-0180,Encerramento - Projeto Industrial 180,Encerramento,2023-09-19,,Atrasado,8
PROJ-0181,Iniciação - Projeto Residencial 181,Iniciação,2023-07-15,2023-07-19,Concluído,4
PROJ-0181,Planejamento - Projeto Residencial 181,Planejamento,2023-12-19,,Atrasado,19
PROJ-0181,Execução - Projeto Residencial 181,Execução,2024-05-24,2024-05-24,Concluído,0
PROJ-0182,Iniciação - Projeto Industrial 182,Iniciação,2023-11-02,2023-11-04,Concluído,2
PROJ-0182,Planejamento - Projeto Industrial 182,Planejamento,2023-12-07,2023-12-08,Concluído,1
